	sequences per sample	iteration	DTM100	DTM113	DTM15	DTM34	DTM42	DTM44	DTM45	DTM47	DTM55	DTM56	DTM69	DTM72	DTM73	DTM74	DTM96	DTM98	DTM99
alpha_rarefaction_19_0.biom	19	0	1.93008014411	1.99484144464	2.29207175246	0.913282964165	2.00428590907	1.10501399711	2.29207175246	2.900051699	1.2319817814	2.40479330246	2.52534562117	0.297472248919	0.297472248919	2.10209067486	0.485460760746	1.2319817814	1.86796535824
alpha_rarefaction_19_1.biom	19	1	1.52880181453	2.45845382923	2.73451238175	1.02145546561	2.03876075286	1.91820843415	1.91820843415	2.60786122614	1.5626880393	1.95793935532	2.33180267362	1.36052731144	-0	1.78630120117	1.02145546561	1.05827704323	1.96882388666
alpha_rarefaction_19_2.biom	19	2	1.428794734	1.88957828675	2.51005646036	1.63825335947	2.35980630392	1.91820843415	2.29207175246	2.48425514479	1.2319817814	2.14266435555	2.08900382878	0.913282964165	0.297472248919	2.18155251719	1.05827704323	0.953013885332	1.91820843415
alpha_rarefaction_19_3.biom	19	3	1.73348343393	1.3372449393	2.54978738152	2.03740119765	2.28901798982	1.88509314557	2.0418145155	2.07849167403	1.19225086023	2.16320959374	2.56507654234	0.742487569542	0.485460760746	2.19426698667	1.2319817814	0.879506460812	1.63406497242
alpha_rarefaction_19_4.biom	19	4	1.93008014411	2.28560053896	2.94503869754	1.63932104979	2.39086369686	1.71955382832	2.46506946182	2.28560053896	1.05827704323	2.30956322801	2.71532669877	0.485460760746	-0	2.24708475392	1.05827704323	0.879506460812	1.92482406674
alpha_rarefaction_19_5.biom	19	5	1.24484066997	2.28560053896	2.33926106573	1.36052731144	1.88509314557	1.73995464742	1.97628227877	2.35319067134	1.2319817814	1.9290929655	2.29427406719	1.21553323238	0.297472248919	2.1470776734	0.913282964165	1.2319817814	1.89682043644
alpha_rarefaction_19_6.biom	19	6	1.52880181453	1.3372449393	2.68952538321	1.36052731144	2.3789919869	1.95793935532	2.12347867257	2.32533146013	1.08698770234	2.07507422317	2.43706583152	0.774243302917	-0	2.00428590907	1.36052731144	1.16354020112	1.88509314557
alpha_rarefaction_19_7.biom	19	7	1.71209543621	1.92930920792	2.61006354088	1.45742488141	2.03008722463	2.07408704456	2.2662704369	2.92585301456	1.78431512886	2.35234791181	2.18155251719	0.774243302917	0.485460760746	2.29427406719	0.629249223856	1.5055213905	2.52398606596
alpha_rarefaction_19_8.biom	19	8	1.61634856608	2.07849167403	2.54978738152	1.18973191682	2.45845382923	1.72297127918	1.71429775095	1.99484144464	1.46579046934	2.39953722509	2.12347867257	0.590723918641	0.485460760746	1.78630120117	1.19225086023	1.2319817814	1.92482406674
alpha_rarefaction_19_9.biom	19	9	2.16846567111	2.03457236581	2.94503869754	1.428794734	2.31345975017	1.45742488141	1.23638641087	2.45845382923	0.953013885332	1.71429775095	2.12347867257	0.297472248919	0.297472248919	1.71429775095	1.10501399711	1.3372449393	2.03008722463
alpha_rarefaction_28_0.biom	28	0	1.34038525306	2.18741754933	2.35987902874	1.59905871057	2.50722535085	1.62404478109	2.23684890595	2.40434733223	1.54224142197	1.84421610382	2.39629152905	0.707569653505	-0	1.93192319733	0.888885776184	0.948714743868	1.7483733344
alpha_rarefaction_28_1.biom	28	1	1.17796531696	1.69811742113	2.75286251365	1.5013397424	2.70756965351	1.8432935485	2.21763748304	2.41947621356	1.17348203339	2.1800862503	2.55965145886	0.222284830686	0.222284830686	2.43936340335	1.15597399783	1.16634288984	1.84045142871
alpha_rarefaction_28_2.biom	28	2	1.64584599857	1.98707324667	2.50670221557	1.51376928778	2.50670221557	1.7858063887	2.32785770901	2.54363785116	1.74123362642	2.48026508291	2.35274578087	0.850325904505	0.222284830686	2.05665670746	0.805958492868	1.30563340877	2.14651586977
alpha_rarefaction_28_3.biom	28	3	1.7858063887	1.57740628285	2.79733081715	1.87671719309	2.13190458694	1.29872078622	2.23452992144	2.46037789312	1.36312056857	2.17786731829	2.42185536779	0.589626181187	0.222284830686	1.92774097623	0.959196319105	1.34329944418	1.59905871057
alpha_rarefaction_28_4.biom	28	4	2.0703891596	1.71054696651	2.77899822493	1.6253367515	2.39080534065	1.52565594173	2.26188960942	2.8322488896	2.08902870997	2.28845045731	2.04760389513	0.805958492868	0.222284830686	1.85987902874	0.921754475934	0.921754475934	2.01012210358
alpha_rarefaction_28_5.biom	28	5	1.83146216189	1.43454914	2.69759428586	1.40295090304	2.55117051907	1.52797492624	2.08975321412	1.79790268968	1.39787241286	2.04967609121	2.00081660713	0.589626181187	0.371232326641	2.01972107188	1.16634288984	1.16065865027	1.55261620966
alpha_rarefaction_28_6.biom	28	6	1.43130760017	2.10851094294	2.43073572763	1.64998449504	1.91461766114	1.96059274829	2.17347613771	2.50273617159	0.734529921439	2.23096329751	1.76597936863	0.589626181187	-0	2.1620063422	0.805857601011	1.27187087275	1.9761753237
alpha_rarefaction_28_7.biom	28	7	1.35342154776	1.22740256926	2.79433606575	1.59972858177	2.24459775098	1.89251594562	2.30595849287	2.06610893984	1.36312056857	2.25642913759	2.24191585342	1.20044230132	0.222284830686	2.37382044036	0.921754475934	1.2647317292	1.83146216189
alpha_rarefaction_28_8.biom	28	8	1.37123232664	1.81401429605	2.70839421016	1.71578014214	2.51667758322	1.84798409662	2.21196083409	2.24780146186	1.5013397424	2.19006161795	2.13846006659	0.707569653505	-0	2.00597771142	1.09848683803	1.16065865027	1.73307332253
alpha_rarefaction_28_9.biom	28	9	1.30677658941	2.09306920777	2.81034967345	1.87474299568	2.01518315537	1.83146216189	2.12110466264	2.47220927973	1.17348203339	2.19006161795	2.50216429906	0.805857601011	0.222284830686	1.95888346526	0.676941869781	1.59972858177	1.47318646799
alpha_rarefaction_37_0.biom	37	0	2.16326214212	2.65260582687	2.89422665537	1.5183385007	2.6519076769	1.71328454303	2.0464042176	2.37857973261	1.48766835972	2.32062153227	2.54809541124	0.777020933197	0.405977038476	2.18026729031	1.08807257284	1.17267430293	2.04425342425
alpha_rarefaction_37_1.biom	37	1	1.31497572254	1.86844605173	3.01207582755	1.63359964953	2.50459161463	1.59942021446	2.29779473749	2.54441866887	1.29738605387	2.36193319168	2.40555249329	0.656345097012	0.179256066928	2.38573277333	0.917119356367	0.930129767679	2.2383139226
alpha_rarefaction_37_2.biom	37	2	1.81134058822	1.92434863531	3.00832000357	1.72668625449	2.56806500776	1.73688416924	1.88591791275	2.5873033654	1.50246646033	2.27301748022	2.35678106775	1.05711995047	0.405977038476	2.0159062463	0.811710315019	0.917119356367	1.85653832749
alpha_rarefaction_37_3.biom	37	3	1.81233419147	1.63367600012	2.97962921795	1.63367600012	2.36193319168	1.73688416924	2.54544187832	2.61180109702	1.43320450952	2.0237268193	2.56759915044	0.801619294647	0.179256066928	1.8978499869	0.571354974428	1.21928211263	2.08611491132
alpha_rarefaction_37_4.biom	37	4	1.59847553458	1.83194290858	2.93159728624	1.81473780495	2.53964785865	1.44563698892	1.65702961675	2.59445640611	1.50246646033	2.40797792354	2.24541987522	0.602291042958	0.303374836086	2.12601276051	1.08807257284	1.1856304235	1.80508565291
alpha_rarefaction_37_5.biom	37	5	1.98504880053	1.90117085304	2.7530539647	1.93829610949	2.67085739844	1.8059424547	2.36193319168	2.17646964239	1.61049821784	2.28677862273	2.49923901496	1.24333199982	0.303374836086	2.16107938698	0.699772221773	1.39494390453	2.09159322185
alpha_rarefaction_37_6.biom	37	6	2.02215867092	1.72698600761	3.17204585251	1.41023039259	2.58874100919	1.97800680321	2.22446923689	2.54449771876	0.928609477439	2.30459742589	2.5056939057	0.668912825088	0.179256066928	1.93755688728	0.982663531493	0.756618568273	1.77773072302
alpha_rarefaction_37_7.biom	37	7	1.81704098556	2.21317274098	2.7530539647	1.52981564597	2.35854043654	1.39158293487	2.33883175999	2.40500421988	1.22672835699	2.29892565586	2.24182218274	0.756618568273	-0	1.9992709116	0.800392208045	0.831074987251	2.18006681456
alpha_rarefaction_37_8.biom	37	8	1.36900999416	2.10506463287	2.86542482635	1.61049821784	2.3695234624	1.60247736816	2.26324442264	2.45925874968	1.59611797526	2.10076053547	2.53648839657	0.480433457453	-0	1.63211231334	1.20854939231	1.2664334315	2.30002794693
alpha_rarefaction_37_9.biom	37	9	1.89149740454	1.37184247285	2.77928723155	1.44841240628	2.60664897309	1.63613351889	2.17941000844	2.43595684225	1.26038004612	2.23072365188	2.62052228612	0.777020933197	-0	2.13673486639	0.744866173834	0.917119356367	1.81712989759
alpha_rarefaction_46_0.biom	46	0	1.43858572287	1.57769728205	2.93123158204	1.75975189452	2.25362942427	1.87300912564	2.4332960005	2.4981789593	1.35019715294	2.31122405956	2.68171886327	1.16214410699	0.258018668665	2.15111230503	0.705291053015	1.33814184708	2.08398809171
alpha_rarefaction_46_1.biom	46	1	1.77046502233	1.670701737	2.7469799036	1.50645875421	2.7835815209	1.66281491451	2.29861690955	2.28657319237	1.50527477017	2.18246053256	2.48793323054	0.556663439607	0.151096970517	1.93717637774	0.643414906711	0.8250687705	1.91127169473
alpha_rarefaction_46_2.biom	46	2	1.5999167627	2.08418298493	2.7783298922	1.54993701508	2.40617227482	1.78106067502	2.34368922639	2.47956972625	1.27117846748	2.38843316792	2.46769359294	0.513185178737	0.258018668665	2.11914110966	0.952702183609	0.705291053015	2.04935461849
alpha_rarefaction_46_3.biom	46	3	2.02459720478	2.15950781399	2.93683489574	1.85127225676	2.51808153376	1.44566471593	2.18417662602	2.54074756843	1.65306829698	2.32819889493	2.63802050347	0.8250687705	0.151096970517	2.29956711858	0.746598325403	1.18031047563	1.98203921032
alpha_rarefaction_46_4.biom	46	4	1.57734525348	1.86919826459	2.96997452165	1.79436147742	2.43000190119	1.64003023972	2.33417064919	2.45175652305	1.26509600889	2.48419350833	2.18577941925	0.644985441024	0.347816913571	2.20269462877	0.997626791896	1.27117846748	2.10836044048
alpha_rarefaction_46_5.biom	46	5	1.54670985467	2.26817306043	2.9380263526	1.58343202485	2.44706696068	1.50505560287	2.38632935172	2.63769841752	1.40070359835	2.28163999384	2.27321481872	0.765179911757	0.258018668665	2.20990466794	0.495969072062	1.42074307681	1.85999325424
alpha_rarefaction_46_6.biom	46	6	1.85736013163	1.82062775771	2.88461177942	1.76800213346	2.28798474816	1.39452339472	2.34046664328	2.43197860107	1.09688641136	2.17735260781	2.40626159234	0.852136433496	0.347816913571	2.18968703353	1.04110505277	1.04147210795	1.7970131406
alpha_rarefaction_46_7.biom	46	7	1.82016780368	1.42074307681	2.92734626116	1.75669640067	2.33336120611	1.679929545	2.11772955387	2.32861148146	1.28092588087	2.36363333184	2.61481513504	0.852136433496	0.151096970517	2.17902996841	0.748953014804	1.2925788896	1.74303864833
alpha_rarefaction_46_8.biom	46	8	1.85264058405	1.68947549243	2.98653533857	1.67904597074	2.68021440129	1.66374239098	2.20912220894	2.69233564756	1.59494254578	2.27179264826	2.50091150319	1.10976455177	0.347816913571	2.29164259735	0.761111304638	1.09027331367	2.10842046093
alpha_rarefaction_46_9.biom	46	9	1.74126043035	2.17170106209	2.99087731553	1.55269922513	2.30778739042	1.73780507881	2.23907138471	2.5110070129	1.36403446521	2.20282621484	2.3807370712	0.892455738985	-0	2.22209923142	0.996180444479	1.48063193555	1.94694977598
alpha_rarefaction_55_0.biom	55	0	1.81842143406	1.72397523198	2.8707093014	1.44233016689	2.2319944722	1.87337234499	2.27661278961	2.39412135863	1.17050976379	2.23602237933	2.47878293454	0.802804012961	0.376019850969	2.3147921618	0.851661725619	1.32904837179	1.94435101589
alpha_rarefaction_55_1.biom	55	1	1.63590516807	1.77664063111	2.77384409744	1.72328586094	2.58989292057	1.75581640313	2.2723860157	2.53760602324	1.47200631289	2.24949949601	2.51315006247	0.870744259368	0.305400570879	2.16173329646	0.843293804744	1.16083578241	2.2576043793
alpha_rarefaction_55_2.biom	55	2	1.93972600181	1.80301211156	2.8066918693	1.81736949932	2.4764345519	1.60278077852	2.06889251999	2.3377247074	1.59259675792	2.43329072885	2.52816088881	0.864116477975	0.131106529582	2.07115115279	1.10851140862	1.22836844641	1.89664706619
alpha_rarefaction_55_3.biom	55	3	1.63590516807	1.89509359469	3.10421564953	1.5629797234	2.26400241933	1.69371381432	2.3870907825	2.5661496851	1.28479395637	2.22652006162	2.53727913025	0.725392440168	0.131106529582	2.16123512447	1.06627999621	0.99048848968	2.1676211068
alpha_rarefaction_55_4.biom	55	4	1.91140164769	1.99957132437	2.89719261383	1.55327870258	2.52289948268	1.93582134489	2.2810017721	2.66094318729	1.454985704	2.26764867205	2.55229657685	0.675303576492	0.131106529582	2.20257630377	0.971703721493	1.14534391522	2.10085500734
alpha_rarefaction_55_5.biom	55	5	1.99449124269	1.95519290644	3.04395532682	1.75780621476	2.55539595585	1.59374283568	2.12766059243	2.72265340879	1.35786978635	2.42722340742	2.50599318988	0.737174186153	0.225363639127	2.06778769357	1.05929825908	1.07991390995	1.9967106593
alpha_rarefaction_55_6.biom	55	6	1.94018563572	1.48807450379	2.88742979287	1.62613681513	2.57347976501	1.65724452121	2.2488759533	2.63914628268	1.36185553234	2.39429962121	2.55961045595	0.864116477975	0.305400570879	1.99253377562	0.721928094887	0.99048848968	2.14505899945
alpha_rarefaction_55_7.biom	55	7	1.76429913065	1.72397523198	2.96375790538	1.91023334757	2.37532883854	1.82359711481	2.42492584056	2.63755701066	1.26341854498	2.40718487262	2.64256236673	0.577854086457	0.305400570879	2.19581451258	0.971703721493	1.3827361736	1.81505797485
alpha_rarefaction_55_8.biom	55	8	1.60278077852	1.84714221246	2.96523543458	1.78671912699	2.31862764754	1.80799668367	2.26144366639	2.62967264098	1.37174865444	2.52324681959	2.41777519428	0.931486444265	0.131106529582	2.10838531963	1.05929825908	1.27073658708	2.03356305514
alpha_rarefaction_55_9.biom	55	9	1.61735506995	1.95519290644	2.89948101562	1.66394734884	2.13264193966	1.70262699606	2.17582734091	2.58780917232	1.38142263581	2.26757397012	2.40636905674	1.00900237304	0.305400570879	2.08744703927	0.725289713913	1.19977595423	2.01741043623
alpha_rarefaction_64_0.biom	64	0	1.67869824912	1.99239430828	3.04222685963	1.58701599373	2.373573384	1.65806487272	2.39900731098	2.56960290163	1.35446564372	2.33797813316	2.55182691456	0.801098878968	0.200622324313	2.15463828529	0.96073479079	1.1699877756	2.0575167456
alpha_rarefaction_64_1.biom	64	1	1.93312823289	1.9858564224	3.05309164618	1.60188903247	2.35992132224	1.71707038109	2.30724442703	2.67850261588	1.51485099538	2.38659899683	2.50415081126	0.889225639122	0.200622324313	1.96275809013	0.807605586731	1.03008828441	2.10210897995
alpha_rarefaction_64_2.biom	64	2	1.63576953982	2.07350705482	3.01415465781	1.56650368081	2.50611282617	1.74411096698	2.28066563571	2.61888712714	1.38134960964	2.3889666307	2.377356913	0.832825006709	0.337290066617	1.99714227852	0.918556882853	1.11244582117	2.18719059978
alpha_rarefaction_64_3.biom	64	3	1.73486977619	2.013277554	2.96462302146	1.6010253211	2.53459484366	1.65806487272	2.41914517484	2.61163097954	1.41917985387	2.42442888182	2.42583608539	0.974341464184	0.200622324313	2.242419891	0.964897542285	0.918261428965	1.86572819953
alpha_rarefaction_64_4.biom	64	4	1.59733517041	2.0678675942	2.98360076607	1.82479688799	2.44881538206	1.83478689059	2.22301655428	2.47666424031	1.37145413301	2.45014654113	2.4531448748	0.705913810787	0.272970857914	2.02189060658	0.922622025683	1.08119582117	2.11648903609
alpha_rarefaction_64_5.biom	64	5	1.73706370614	1.87908661429	3.05584376848	1.79256538206	2.53382186211	1.69348014665	2.44802910149	2.52117128383	1.26188344542	2.42108034207	2.56892471127	0.857367920415	0.272970857914	2.20497652428	0.76931367005	1.00105249457	2.10378733309
alpha_rarefaction_64_6.biom	64	6	1.71813906223	1.86282738019	3.00760586946	1.75195248636	2.63437616661	1.57685574668	2.19564408241	2.58303554559	1.43707433868	2.22886290133	2.65716241507	0.86306367005	0.200622324313	1.82711712199	0.96073479079	1.34797367986	1.84057756712
alpha_rarefaction_64_7.biom	64	7	1.79158682623	1.89294855865	2.97411443649	1.75905829749	2.4832361487	1.66675954608	2.32784103141	2.62452026484	1.44929516504	2.28039668527	2.67625909815	0.918915241152	0.272970857914	2.29899153963	0.92948479079	1.08119582117	2.09781181382
alpha_rarefaction_64_8.biom	64	8	1.91340372449	1.79938813349	3.14817559481	1.84799024836	2.62460984063	1.62551109402	2.2099566871	2.31435909087	1.49664076219	2.36967845248	2.48155658136	0.837913037636	0.200622324313	2.17838987355	0.625262405223	1.25738821378	2.12828415331
alpha_rarefaction_64_9.biom	64	9	1.87864591568	2.01625612564	3.07618085888	1.79079078975	2.44570078384	1.59272442259	2.23208131477	2.51663755213	1.28652008832	2.19538054396	2.30076562095	0.889225639122	0.272970857914	2.19860746572	0.891372025683	1.29157304745	2.15850961236
alpha_rarefaction_73_0.biom	73	0	1.90045140934	1.71978014177	2.94849646849	1.78575768538	2.50375461975	1.74597058639	2.28732389937	2.69591785614	1.34378903067	2.36431537875	2.5786921848	0.884553975378	0.306424729871	2.16583831091	0.977292441838	1.1029669915	2.04295263231
alpha_rarefaction_73_1.biom	73	1	1.89782886445	1.68404558022	2.90479955459	1.7842079054	2.54901210666	1.81127551997	2.27130138935	2.65169702427	1.4799202102	2.40019217067	2.59384985536	0.810784199314	0.306424729871	2.16498153383	0.846050724346	1.41175517476	1.85294243017
alpha_rarefaction_73_2.biom	73	2	1.85248805644	1.95842065086	2.90356853685	1.70294258818	2.47044583963	1.71919504824	2.2031232894	2.55114618306	1.34626587269	2.45676563824	2.52364836328	0.872271825347	0.247294439862	2.20303718395	0.916636055462	1.20714160359	2.13605490716
alpha_rarefaction_73_3.biom	73	3	1.99223705823	1.84774164074	2.92581636601	1.82815392037	2.63316523905	1.66554321974	2.19471266167	2.62128355252	1.42766509994	2.30060720109	2.45374423816	0.928661268594	0.306424729871	2.13245113625	0.946229384551	1.17380716609	2.00845243722
alpha_rarefaction_73_4.biom	73	4	1.82677189241	1.9895871234	3.06767547903	1.7228797338	2.5750160906	1.71615013733	2.221323858	2.66400560857	1.38226030742	2.39102884562	2.51018190244	0.884553975378	0.181166401554	2.15962161397	1.07643068008	1.20179421283	2.07275050688
alpha_rarefaction_73_5.biom	73	5	1.79355744892	1.79520461384	3.014112764	1.63695048254	2.57121378876	1.60193108199	2.29029895028	2.62249773818	1.30742168804	2.43198694459	2.59234760349	0.810784199314	0.247294439862	2.14272217983	0.81356177064	1.30620662385	1.85176841856
alpha_rarefaction_73_6.biom	73	6	1.77209312861	1.95184893844	2.94853806683	1.72052790574	2.58003488072	1.60917297416	2.32382968238	2.66540573808	1.4799202102	2.41674429531	2.43542005087	0.935949884698	0.181166401554	1.9759778969	1.07643068008	1.18414809077	2.13355995813
alpha_rarefaction_73_7.biom	73	7	1.74773500056	2.00396437485	3.05336986766	1.62200687062	2.39959541544	1.68931579858	2.33040947509	2.72794042143	1.38226030742	2.36794554778	2.46988225205	0.705378970159	0.306424729871	2.23157974492	0.886678151793	1.17942807501	1.94977447717
alpha_rarefaction_73_8.biom	73	8	1.87422844758	2.11780489808	3.07836526194	1.79012790293	2.39799174707	1.58177571388	2.3486301019	2.63833149781	1.39658060273	2.37819102612	2.59998082903	0.805768359973	0.181166401554	2.1609896341	0.948996515822	1.21966680395	2.07691669342
alpha_rarefaction_73_9.biom	73	9	1.85692764762	1.72476012347	2.95061380063	1.68858470435	2.57312942164	1.5969902739	2.24978931391	2.55730885909	1.39658060273	2.32091818997	2.51615358032	0.779781227961	0.247294439862	2.06530458457	0.986856811998	1.0971821244	2.03725312877
alpha_rarefaction_82_0.biom	82	0	1.70072683939	1.90934532931	3.04644464379	1.75068320812	2.56731784009	1.80766973864	2.2339998835	2.67212814733	1.39936257749	2.36282611997	2.56777953257	0.700914924395	0.226410948421	2.18661227716	0.905896782502	1.16073535233	2.08082915321
alpha_rarefaction_82_1.biom	82	1	1.83703658564	2.02557952625	3.02582574683	1.77201842312	2.52396551123	1.7245599912	2.2682433152	2.56351821471	1.49196390375	2.47127387036	2.47722923754	0.86233733393	0.281193796432	2.21828970402	0.8815065386	1.12506970802	2.0727407469
alpha_rarefaction_82_2.biom	82	2	1.78587105952	1.97801691003	2.98180574104	1.77664833317	2.52112841065	1.67502780435	2.36025971351	2.7223521856	1.46027840406	2.40695991652	2.57030706801	0.86233733393	0.226410948421	2.03608956324	0.935559822495	1.28451428916	2.13095787339
alpha_rarefaction_82_3.biom	82	3	1.80796318186	2.09029871338	3.01890021117	1.7558006997	2.50536056759	1.74011178531	2.36841461191	2.64365341389	1.39936257749	2.3151204044	2.53058549208	0.794512655046	0.226410948421	2.08920422776	0.972678538976	1.23560078511	2.09479558037
alpha_rarefaction_82_4.biom	82	4	1.90092210303	1.91167601888	3.04644464379	1.70384263446	2.53297284193	1.74011178531	2.24212490727	2.54476286106	1.36913604897	2.26388343314	2.55277074248	0.855848687885	0.281193796432	2.16290684644	0.912652936744	1.21993965687	2.08830693433
alpha_rarefaction_82_5.biom	82	5	1.94189942528	1.97223458234	3.04123063017	1.65827527478	2.57766829164	1.65700203786	2.29426368722	2.70990116078	1.52157839541	2.4221843902	2.53938178358	0.716099223149	0.165427033996	2.0944251313	0.972678538976	1.31731862984	2.08194669205
alpha_rarefaction_82_6.biom	82	6	1.8919339961	1.9199477776	3.02819456408	1.83412401298	2.54013072667	1.66403303365	2.32964584514	2.5621636088	1.48824266176	2.32934393674	2.5700607949	0.906734648354	0.226410948421	2.20051469907	0.972678538976	1.28220717956	1.94178185729
alpha_rarefaction_82_7.biom	82	7	1.77386312022	1.89634938206	3.04119051132	1.74105123975	2.60015661775	1.68460918274	2.28308344701	2.61924192292	1.26805809729	2.30107303888	2.59575006892	0.746066388897	0.281193796432	2.17362477296	0.943532957224	1.1690897138	1.97359400526
alpha_rarefaction_82_8.biom	82	8	1.86524628121	1.97223458234	3.01540193009	1.79692491403	2.439810015	1.78325075965	2.3035541882	2.63729543154	1.39936257749	2.33304615187	2.57384912562	0.880616240426	0.281193796432	2.09077126663	0.876484617187	1.22697150867	2.00719019431
alpha_rarefaction_82_9.biom	82	9	1.87657667742	1.98941120669	3.05073223774	1.60135561756	2.52486418774	1.83417802141	2.37537072184	2.67479115098	1.36628125901	2.28753093762	2.60701895227	0.695557737066	0.281193796432	2.19901825844	0.8815065386	1.25136175257	2.11241368389
alpha_rarefaction_91_0.biom	91	0	1.85930541026	1.98128553035	3.02191124412	1.74933900503	2.54169586853	1.72456852948	2.31537659344	2.65604067556	1.44307505455	2.36467094316	2.56451676383	0.842276907867	0.260145363948	2.15852599409	0.934606050011	1.21272511895	2.07421700689
alpha_rarefaction_91_1.biom	91	1	1.81186431548	1.98128553035	3.02191124412	1.74933900503	2.54169586853	1.68490215064	2.31537659344	2.65604067556	1.44307505455	2.37565348156	2.56451676383	0.881379799754	0.260145363948	2.12129278348	0.934606050011	1.22459671743	2.10380228084
alpha_rarefaction_91_2.biom	91	2	1.83856527548	1.98128553035	3.02191124412	1.74933900503	2.54169586853	1.69501526382	2.31537659344	2.65604067556	1.44307505455	2.36075060542	2.56451676383	0.800313447341	0.260145363948	2.10526831195	0.934606050011	1.22459671743	2.05333640766
alpha_rarefaction_91_3.biom	91	3	1.83856527548	1.98128553035	3.02191124412	1.73250199079	2.54169586853	1.7667586823	2.31537659344	2.65604067556	1.44307505455	2.37687037222	2.56451676383	0.842276907867	0.260145363948	2.13842002674	0.960124760661	1.21272511895	2.03135838568
alpha_rarefaction_91_4.biom	91	4	1.83856527548	1.98128553035	3.02191124412	1.74933900503	2.54169586853	1.71788217458	2.31537659344	2.65604067556	1.44307505455	2.38557686099	2.56451676383	0.842276907867	0.260145363948	2.13295820039	0.898338027755	1.22459671743	2.07421700689
alpha_rarefaction_91_5.biom	91	5	1.70109787907	1.98128553035	3.02191124412	1.73250199079	2.54169586853	1.69902106576	2.31537659344	2.65604067556	1.44307505455	2.36467094316	2.56451676383	0.881379799754	0.260145363948	2.16733463177	0.960124760661	1.19082496351	2.02913142475
alpha_rarefaction_91_6.biom	91	6	1.79091007774	1.98128553035	3.02191124412	1.74933900503	2.54169586853	1.73137523789	2.31537659344	2.65604067556	1.44307505455	2.37687037222	2.56451676383	0.839622238415	0.260145363948	2.15012287482	0.960124760661	1.25637999614	2.00222613886
alpha_rarefaction_91_7.biom	91	7	1.85930541026	1.98128553035	3.02191124412	1.71325102157	2.54169586853	1.7667586823	2.31537659344	2.65604067556	1.44307505455	2.34606820762	2.56451676383	0.881379799754	0.209059805669	2.19132979177	0.960124760661	1.25637999614	2.05333640766
alpha_rarefaction_91_8.biom	91	8	1.80164065543	1.98128553035	3.02191124412	1.71325102157	2.54169586853	1.73039870823	2.31537659344	2.65604067556	1.44307505455	2.3726222039	2.56451676383	0.800313447341	0.209059805669	2.16680607414	0.984365568937	1.22459671743	2.0602720526
